freq,statinfo,unit,isced11,life_sat,sex,age,geo,time,value
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Poland,2021,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Poland,2022,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Poland,2023,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Poland,2024,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Poland,2025,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2013,5.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2018,6.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2022,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2023,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2024,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Portugal,2025,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2013,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2018,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2021,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2022,7.0
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2023,7.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2024,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Romania,2025,7.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2013,6.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2018,6.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2021,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2022,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2023,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2024,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovenia,2025,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2013,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2018,6.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2021,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2022,6.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2023,6.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2024,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Slovakia,2025,6.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2013,7.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2018,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2021,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2022,7.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2023,7.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2024,7.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Finland,2025,7.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2013,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2018,7.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2021,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2022,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2023,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2024,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Sweden,2025,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2013,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2018,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Iceland,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2013,7.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2018,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2021,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2022,7.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2023,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2024,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Norway,2025,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2013,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2018,7.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2021,7.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2022,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2023,7.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2024,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Switzerland,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2013,7.0
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2018,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,United Kingdom,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2013,5.0
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2018,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2021,5.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2022,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2023,5.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Montenegro,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2018,5.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2021,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2022,4.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2023,5.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2024,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,North Macedonia,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2018,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2021,5.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2022,5.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2023,6.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Albania,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2013,4.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2018,4.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2021,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2022,5.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2023,5.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2024,5.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Serbia,2025,6.0
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2013,5.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2018,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2021,5.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2022,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2023,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2024,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Türkiye,2025,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2018,5.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,16 years or over,Kosovo*,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2013,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2018,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2024,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,European Union - 27 countries (from 2020),2025,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2018,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 21 countries (from 2026),2025,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2018,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2024,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Euro area – 20 countries (2023-2025),2025,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2013,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2018,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2021,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2022,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2023,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2024,6.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Belgium,2025,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2013,3.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2018,4.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2021,5.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2022,5.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2023,5.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2024,6.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Bulgaria,2025,6.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2013,6.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2018,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2021,7.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2022,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2023,7.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2024,7.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Czechia,2025,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2013,7.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2018,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2021,6.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2022,6.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2023,6.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2024,6.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Denmark,2025,6.8
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2013,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2018,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2021,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2022,6.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2023,6.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2024,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Germany,2025,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2013,6.4
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2018,7.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2021,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2022,7.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2023,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2024,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Estonia,2025,7.0
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2013,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2018,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2021,5.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2022,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2023,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2024,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Ireland,2025,
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2013,6.2
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2018,5.6
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2021,5.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2022,5.5
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2023,6.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2024,6.3
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Greece,2025,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Spain,2013,6.7
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Spain,2018,7.1
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Spain,2021,6.9
Annual,Average,Rating (0-10),"Less than primary, primary and lower secondary education (levels 0-2)",Life as a whole,Total,From 20 to 24 years,Spain,2022,7.0
